PROBE_DESIGN_ID	HITS_OREO_ILLUMINA
572981_0147_0065	1
572981_0331_0583	1
572981_0211_0471	1
572981_0062_0532	1
572981_0337_0035	1
572981_0219_0335	1
572981_0436_0248	1
572981_0004_0586	2
572981_0027_0563	2
572981_0331_0163	3
572981_0014_0088	3
572981_0069_0327	2
572981_0418_0074	3
572981_0261_0427	3
572981_0332_0580	3
572981_0416_0180	3
572981_0252_0484	1
572981_0106_0458	1
572981_0101_0273	1
572981_0131_0023	2
572981_0248_0460	2
572981_0146_0388	2
572981_0367_0117	2
572981_0351_0281	2
572981_0008_0358	2
572981_0378_0192	2
572981_0428_0232	1
572981_0011_0161	1
572981_0033_0475	1
572981_0278_0284	1
572981_0018_0402	1
572981_0374_0520	1
572981_0054_0632	1
572981_0303_0287	1
572981_0330_0490	1
572981_0442_0142	1
572981_0248_0544	1
572981_0006_0584	1
572981_0043_0149	1
572981_0208_0186	1
572981_0119_0539	1
572981_0249_0261	1
572981_0137_0017	1
572981_0287_0251	1
572981_0322_0316	1
572981_0392_0042	1
572981_0353_0409	1
572981_0222_0510	1
572981_0163_0155	1
572981_0430_0560	1
572981_0183_0097	1
572981_0399_0601	1
572981_0146_0154	1
572981_0124_0294	1
572981_0396_0012	1
572981_0253_0297	1
572981_0259_0401	1
572981_0356_0006	1
572981_0386_0446	1
572981_0422_0012	1
572981_0027_0297	1
572981_0186_0138	1
572981_0323_0339	1
572981_0334_0578	1
572981_0391_0315	1
572981_0106_0282	1
572981_0045_0333	1
572981_0055_0555	1
572981_0063_0535	1
572981_0250_0094	1
572981_0218_0628	1
572981_0060_0246	1
572981_0299_0461	1
572981_0144_0220	1
572981_0390_0532	1
572981_0321_0417	1
572981_0011_0219	1
572981_0203_0147	1
572981_0071_0383	1
572981_0044_0028	3
572981_0414_0058	1
572981_0417_0249	1
572981_0390_0020	2
572981_0094_0008	1
572981_0124_0524	1
572981_0425_0595	2
572981_0122_0122	1
572981_0292_0128	2
572981_0034_0392	1
572981_0355_0007	1
572981_0327_0509	1
572981_0437_0227	1
572981_0038_0214	1
572981_0302_0364	1
572981_0238_0384	1
572981_0272_0442	1
572981_0090_0488	1
572981_0304_0370	1
572981_0320_0406	1
572981_0019_0097	1
572981_0377_0365	1
572981_0292_0106	1
572981_0415_0153	1
572981_0039_0091	1
572981_0059_0555	1
572981_0216_0496	1
572981_0281_0583	1
572981_0024_0226	1
572981_0081_0225	1
572981_0346_0458	1
572981_0419_0307	1
572981_0352_0042	1
572981_0353_0551	1
572981_0434_0494	1
572981_0112_0550	1
572981_0274_0230	1
572981_0375_0353	1
572981_0426_0630	1
572981_0034_0022	1
572981_0037_0563	1
572981_0245_0373	1
572981_0138_0248	1
572981_0215_0365	1
572981_0429_0329	1
572981_0013_0399	1
572981_0306_0148	1
572981_0100_0072	1
572981_0356_0210	1
572981_0417_0063	1
572981_0381_0225	1
572981_0090_0374	1
572981_0166_0426	1
572981_0043_0137	1
572981_0389_0589	1
572981_0348_0300	1
572981_0273_0347	1
572981_0208_0022	1
572981_0004_0288	1
572981_0073_0219	1
572981_0050_0132	1
572981_0058_0346	1
572981_0417_0231	1
572981_0317_0479	1
572981_0142_0526	1
572981_0205_0443	1
572981_0212_0120	1
572981_0051_0185	1
572981_0163_0119	1
572981_0228_0572	1
572981_0179_0307	1
572981_0395_0295	1
572981_0104_0558	1
572981_0004_0508	1
572981_0381_0581	1
572981_0172_0570	1
572981_0284_0022	1
572981_0031_0381	1
572981_0097_0481	1
572981_0267_0443	1
572981_0071_0171	1
572981_0328_0204	1
572981_0334_0320	1
572981_0118_0148	1
572981_0027_0029	1
572981_0333_0317	1
572981_0375_0101	1
572981_0261_0609	1
572981_0434_0366	1
572981_0312_0416	1
572981_0335_0093	1
572981_0194_0252	1
572981_0152_0420	1
572981_0209_0081	1
572981_0359_0297	1
572981_0360_0196	1
572981_0204_0028	1
572981_0189_0025	1
572981_0094_0350	1
572981_0261_0337	1
572981_0032_0276	1
572981_0415_0255	1
572981_0070_0584	1
572981_0371_0561	1
572981_0388_0440	1
572981_0093_0039	1
572981_0175_0453	1
572981_0321_0527	1
572981_0284_0122	1
572981_0042_0624	1
572981_0438_0482	1
572981_0382_0360	1
572981_0298_0012	1
572981_0431_0381	1
572981_0213_0017	1
572981_0242_0458	1
572981_0339_0587	1
572981_0421_0145	1
572981_0370_0120	1
572981_0244_0570	1
572981_0117_0163	1
572981_0216_0258	1
572981_0172_0012	1
572981_0038_0238	1
572981_0388_0258	1
572981_0432_0556	1
572981_0165_0459	1
572981_0448_0372	1
572981_0158_0044	1
572981_0177_0103	1
572981_0018_0060	1
572981_0146_0144	1
572981_0238_0312	1
572981_0162_0490	1
572981_0341_0353	1
572981_0437_0105	1
572981_0329_0555	1
572981_0386_0594	1
572981_0233_0525	1
572981_0225_0151	1
572981_0248_0528	1
572981_0018_0142	1
572981_0324_0430	1
572981_0231_0419	1
572981_0005_0233	1
572981_0325_0245	1
572981_0123_0185	1
572981_0388_0498	1
572981_0217_0433	1
572981_0168_0408	1
572981_0103_0197	1
572981_0361_0405	1
572981_0046_0548	1
572981_0434_0224	1
572981_0092_0544	1
572981_0421_0319	1
572981_0056_0498	1
572981_0172_0572	1
572981_0436_0424	1
572981_0454_0032	1
572981_0322_0354	1
572981_0055_0533	1
572981_0447_0609	1
572981_0267_0439	1
572981_0385_0063	1
572981_0049_0623	1
572981_0294_0136	1
572981_0035_0095	1
572981_0123_0363	1
572981_0211_0039	1
572981_0372_0010	1
572981_0342_0120	1
572981_0178_0358	1
572981_0117_0601	1
572981_0146_0378	1
572981_0178_0590	1
572981_0302_0276	1
572981_0333_0627	1
572981_0200_0060	1
572981_0272_0424	1
572981_0069_0373	1
572981_0146_0468	1
572981_0211_0215	1
572981_0028_0010	1
572981_0294_0254	1
572981_0119_0353	1
572981_0163_0423	1
572981_0109_0415	1
572981_0122_0382	1
572981_0194_0028	1
572981_0098_0068	1
572981_0409_0243	1
572981_0379_0451	1
572981_0235_0189	1
572981_0155_0377	1
572981_0111_0317	1
572981_0396_0580	1
572981_0027_0561	1
572981_0062_0276	1
572981_0409_0319	1
572981_0390_0202	1
572981_0399_0127	1
572981_0447_0019	1
572981_0311_0191	1
572981_0102_0484	1
572981_0377_0223	1
572981_0337_0581	1
572981_0418_0050	1
572981_0135_0009	1
572981_0161_0271	1
572981_0360_0448	1
572981_0039_0555	1
572981_0358_0578	1
572981_0306_0134	1
572981_0023_0431	1
572981_0120_0420	1
572981_0031_0055	1
572981_0451_0021	1
572981_0192_0378	1
572981_0445_0465	1
572981_0272_0386	1
572981_0132_0172	1
572981_0332_0396	1
572981_0159_0011	1
572981_0218_0514	1
572981_0323_0505	1
572981_0065_0413	1
572981_0200_0146	1
572981_0324_0280	1
572981_0238_0106	1
572981_0170_0360	1
572981_0256_0576	1
572981_0408_0256	1
572981_0404_0238	1
572981_0081_0233	1
572981_0011_0313	1
572981_0400_0136	1
572981_0312_0434	1
572981_0390_0380	1
572981_0280_0362	1
572981_0180_0078	1
572981_0396_0264	1
572981_0277_0015	1
572981_0209_0399	1
572981_0141_0325	1
572981_0415_0431	1
572981_0295_0133	1
572981_0418_0170	1
572981_0321_0631	1
572981_0380_0618	1
572981_0384_0342	1
572981_0458_0280	1
572981_0228_0316	1
572981_0243_0137	1
572981_0017_0195	1
572981_0399_0041	1
572981_0413_0517	1
572981_0385_0179	1
572981_0342_0456	1
572981_0419_0107	1
572981_0192_0154	1
572981_0033_0271	1
572981_0237_0069	1
572981_0343_0373	1
572981_0096_0564	1
572981_0285_0319	1
572981_0203_0379	1
572981_0177_0283	1
572981_0359_0019	1
572981_0038_0074	1
572981_0364_0142	1
572981_0238_0060	1
572981_0076_0574	1
572981_0055_0615	1
572981_0005_0161	1
572981_0393_0421	1
572981_0283_0089	1
572981_0347_0545	1
572981_0391_0531	1
572981_0444_0396	1
572981_0053_0321	1
572981_0111_0117	1
572981_0358_0182	1
572981_0239_0513	1
572981_0033_0253	1
572981_0003_0349	1
572981_0236_0450	1
572981_0092_0296	1
572981_0055_0519	1
572981_0005_0133	1
572981_0047_0387	1
572981_0124_0312	1
572981_0062_0406	1
572981_0035_0191	1
572981_0243_0273	1
572981_0417_0315	1
572981_0157_0425	1
572981_0420_0500	1
572981_0397_0035	1
572981_0010_0476	1
572981_0354_0154	1
572981_0172_0362	1
572981_0270_0160	1
572981_0157_0335	1
572981_0160_0256	1
572981_0196_0026	1
572981_0049_0287	1
572981_0369_0461	1
572981_0355_0495	1
572981_0079_0151	1
572981_0391_0493	1
572981_0046_0628	1
572981_0341_0223	1
572981_0107_0207	1
572981_0452_0046	1
572981_0010_0400	1
572981_0290_0430	1
572981_0008_0082	1
572981_0125_0019	2
572981_0299_0339	2
572981_0356_0028	2
572981_0113_0039	2
572981_0187_0009	1
572981_0342_0114	2
572981_0126_0138	1
572981_0357_0017	1
572981_0129_0433	1
572981_0291_0053	1
572981_0354_0560	1
572981_0435_0131	1
572981_0304_0008	1
572981_0182_0594	1
572981_0282_0072	1
572981_0141_0347	1
572981_0038_0350	1
572981_0012_0530	1
572981_0286_0042	1
572981_0042_0060	1
572981_0310_0394	1
572981_0089_0399	1
572981_0249_0493	1
572981_0045_0213	1
572981_0367_0623	1
572981_0192_0558	1
572981_0330_0058	1
572981_0047_0479	1
572981_0374_0400	1
572981_0328_0258	1
572981_0129_0417	1
572981_0032_0550	1
572981_0335_0139	1
572981_0054_0264	1
572981_0246_0198	1
572981_0429_0285	1
572981_0040_0572	1
572981_0289_0507	1
572981_0141_0545	1
572981_0034_0194	1
572981_0248_0426	1
572981_0412_0344	1
572981_0330_0084	1
572981_0112_0304	1
572981_0198_0484	1
572981_0174_0560	1
572981_0359_0343	1
572981_0369_0173	1
572981_0031_0153	1
572981_0025_0417	1
572981_0246_0582	1
572981_0359_0117	1
572981_0375_0437	1
572981_0383_0513	1
572981_0013_0583	1
572981_0282_0320	1
572981_0359_0145	2
572981_0215_0545	1
572981_0190_0202	1
572981_0203_0133	1
572981_0349_0331	1
572981_0396_0036	1
572981_0239_0087	1
572981_0005_0415	1
572981_0233_0083	1
572981_0014_0154	1
572981_0404_0404	1
572981_0449_0401	1
572981_0328_0202	1
572981_0231_0313	1
572981_0421_0233	1
572981_0173_0381	1
572981_0198_0418	1
572981_0104_0566	1
572981_0361_0147	1
572981_0205_0405	1
572981_0337_0209	1
572981_0458_0560	1
572981_0178_0430	1
572981_0186_0200	1
572981_0291_0509	1
572981_0087_0599	1
572981_0438_0584	1
572981_0122_0108	1
572981_0083_0319	1
572981_0086_0452	1
572981_0230_0572	1
572981_0182_0210	1
572981_0076_0532	1
572981_0129_0253	1
572981_0314_0298	1
572981_0360_0486	1
572981_0053_0563	1
572981_0237_0053	1
572981_0260_0080	1
572981_0214_0468	1
572981_0385_0585	1
572981_0018_0484	1
572981_0039_0383	1
572981_0312_0550	1
572981_0457_0323	1
572981_0321_0305	1
572981_0078_0588	1
572981_0214_0428	1
572981_0451_0195	1
572981_0066_0358	1
572981_0031_0379	1
572981_0372_0610	1
572981_0150_0316	1
572981_0071_0293	1
572981_0238_0440	1
572981_0408_0496	1
572981_0020_0394	1
572981_0173_0501	1
572981_0344_0602	1
572981_0104_0216	1
572981_0311_0541	1
572981_0022_0086	1
572981_0373_0043	1
572981_0401_0157	1
572981_0160_0220	1
572981_0450_0620	1
572981_0379_0381	1
572981_0333_0241	1
572981_0170_0568	1
572981_0139_0375	1
572981_0309_0493	1
572981_0006_0450	1
572981_0289_0485	1
572981_0113_0413	1
572981_0258_0040	1
572981_0421_0117	1
572981_0450_0560	1
572981_0031_0281	1
572981_0043_0055	1
572981_0296_0414	1
572981_0316_0616	1
572981_0261_0569	1
572981_0138_0564	1
572981_0053_0161	1
572981_0066_0540	1
572981_0186_0362	1
572981_0283_0353	1
572981_0026_0430	1
572981_0409_0263	1
572981_0302_0630	1
572981_0067_0181	1
572981_0258_0498	1
572981_0399_0467	1
572981_0428_0432	1
572981_0394_0348	1
572981_0257_0235	1
572981_0409_0211	1
572981_0309_0329	1
572981_0285_0237	1
572981_0208_0014	1
572981_0351_0263	1
572981_0370_0290	1
572981_0281_0245	1
572981_0353_0317	1
572981_0263_0397	1
572981_0159_0497	1
572981_0128_0376	1
572981_0230_0232	1
572981_0280_0210	1
572981_0455_0571	1
572981_0377_0431	1
572981_0054_0622	1
572981_0165_0075	1
572981_0070_0590	1
572981_0062_0358	1
572981_0268_0358	1
572981_0253_0279	1
572981_0407_0273	1
572981_0419_0597	1
572981_0223_0477	1
572981_0234_0022	1
572981_0041_0107	1
572981_0363_0143	1
572981_0362_0222	1
572981_0125_0055	1
572981_0049_0355	1
572981_0316_0234	1
572981_0220_0174	1
572981_0282_0158	1
572981_0403_0325	1
572981_0234_0328	1
572981_0237_0519	1
572981_0065_0521	1
572981_0047_0195	1
572981_0129_0265	1
572981_0338_0504	1
572981_0070_0606	1
572981_0269_0515	1
572981_0195_0007	1
572981_0105_0431	1
572981_0022_0066	1
572981_0079_0189	1
572981_0075_0041	1
572981_0299_0529	1
572981_0394_0436	1
572981_0240_0060	1
572981_0243_0133	1
572981_0359_0053	4
572981_0373_0563	1
572981_0047_0587	1
572981_0003_0037	1
572981_0250_0196	2
572981_0247_0507	1
572981_0128_0122	1
572981_0066_0242	2
572981_0332_0506	2
572981_0062_0006	1
572981_0378_0548	1
572981_0058_0032	1
572981_0053_0085	1
572981_0065_0185	1
572981_0157_0613	1
572981_0445_0401	1
572981_0160_0018	1
572981_0277_0231	1
572981_0272_0414	1
572981_0388_0336	1
572981_0050_0548	1
572981_0208_0600	1
572981_0196_0038	1
572981_0120_0580	1
572981_0353_0297	1
572981_0121_0529	1
572981_0272_0278	1
572981_0405_0119	1
572981_0007_0225	1
572981_0230_0130	1
572981_0090_0620	1
572981_0019_0515	1
572981_0228_0140	1
572981_0077_0521	1
572981_0063_0531	1
572981_0329_0095	1
572981_0323_0455	1
572981_0202_0090	1
572981_0401_0601	1
572981_0110_0178	1
572981_0357_0321	1
572981_0041_0037	1
572981_0267_0375	1
572981_0156_0422	1
572981_0052_0114	1
572981_0085_0569	1
572981_0404_0086	1
572981_0343_0529	1
572981_0145_0569	1
572981_0328_0070	1
572981_0050_0036	1
572981_0068_0240	1
572981_0436_0394	1
572981_0171_0197	1
572981_0322_0208	1
572981_0181_0351	1
572981_0026_0314	1
572981_0176_0322	1
572981_0304_0356	1
572981_0421_0153	1
572981_0189_0269	1
572981_0307_0589	1
572981_0201_0433	1
572981_0135_0245	1
572981_0231_0307	1
572981_0421_0269	1
572981_0392_0428	1
572981_0173_0529	1
572981_0420_0366	1
572981_0316_0040	1
572981_0405_0201	1
572981_0019_0505	1
572981_0046_0058	1
572981_0177_0111	1
572981_0245_0563	1
572981_0374_0602	1
572981_0042_0406	1
572981_0340_0172	1
572981_0321_0507	1
572981_0183_0021	1
572981_0220_0140	1
572981_0119_0361	1
572981_0100_0366	1
572981_0006_0266	1
572981_0059_0295	1
572981_0421_0203	1
572981_0143_0227	1
572981_0333_0599	1
572981_0030_0096	1
572981_0441_0365	1
572981_0453_0441	1
572981_0194_0302	1
572981_0309_0255	1
572981_0177_0391	1
572981_0374_0558	1
572981_0289_0133	1
572981_0413_0003	1
572981_0058_0500	1
572981_0390_0404	1
572981_0155_0245	1
572981_0434_0384	1
572981_0396_0032	1
572981_0086_0238	1
572981_0305_0141	1
572981_0317_0075	1
572981_0370_0380	1
572981_0335_0145	1
572981_0150_0468	1
572981_0080_0300	1
572981_0237_0259	1
572981_0316_0388	1
572981_0240_0126	1
572981_0145_0417	1
572981_0039_0577	1
572981_0028_0280	1
572981_0361_0533	1
572981_0417_0105	1
572981_0062_0540	1
572981_0330_0032	1
572981_0134_0516	1
572981_0378_0228	1
572981_0138_0306	1
572981_0086_0362	1
572981_0235_0045	1
572981_0205_0261	1
572981_0250_0294	1
572981_0086_0364	1
572981_0054_0268	1
572981_0007_0519	1
572981_0321_0339	1
572981_0389_0403	1
572981_0445_0281	1
572981_0301_0203	1
572981_0186_0224	1
572981_0109_0509	1
572981_0192_0048	1
572981_0437_0417	1
572981_0065_0541	1
572981_0390_0322	1
572981_0310_0542	1
572981_0052_0098	1
572981_0084_0160	1
572981_0093_0305	1
572981_0356_0084	1
572981_0301_0555	1
572981_0277_0423	1
572981_0060_0560	1
572981_0025_0123	1
572981_0287_0387	1
572981_0301_0571	1
572981_0041_0405	1
572981_0006_0050	1
572981_0227_0039	1
572981_0076_0084	1
572981_0011_0427	1
572981_0393_0339	1
572981_0309_0509	1
572981_0250_0318	1
572981_0306_0432	1
572981_0094_0320	1
572981_0137_0293	1
572981_0208_0402	1
572981_0381_0393	1
572981_0134_0112	1
572981_0293_0565	1
572981_0251_0059	1
572981_0310_0194	1
572981_0398_0492	1
572981_0170_0450	1
572981_0150_0212	1
572981_0373_0467	1
572981_0257_0491	1
572981_0109_0335	1
572981_0005_0369	1
572981_0230_0076	1
572981_0258_0250	1
572981_0004_0422	1
572981_0275_0507	1
572981_0046_0138	1
572981_0381_0099	1
572981_0037_0507	1
572981_0428_0540	1
572981_0187_0317	1
572981_0076_0452	1
572981_0436_0556	1
572981_0113_0269	1
572981_0302_0066	1
572981_0174_0464	1
572981_0032_0456	1
572981_0426_0494	1
572981_0228_0276	1
572981_0192_0190	1
572981_0316_0554	1
572981_0323_0117	1
572981_0168_0180	1
572981_0265_0019	1
572981_0349_0207	1
572981_0398_0558	1
572981_0025_0513	1
572981_0311_0003	1
572981_0410_0264	1
572981_0402_0386	1
572981_0074_0246	1
572981_0113_0377	1
572981_0178_0010	1
572981_0354_0352	1
572981_0148_0188	1
572981_0171_0291	1
572981_0038_0240	1
572981_0275_0523	1
572981_0374_0376	1
572981_0091_0017	1
572981_0125_0411	1
572981_0351_0063	1
572981_0128_0508	1
572981_0218_0240	1
572981_0401_0617	1
572981_0249_0043	1
572981_0129_0009	1
572981_0249_0383	1
572981_0178_0004	1
572981_0280_0208	1
572981_0173_0077	1
572981_0223_0315	1
572981_0180_0528	1
572981_0049_0595	1
572981_0419_0227	1
572981_0241_0293	1
572981_0226_0606	1
572981_0080_0110	1
572981_0355_0573	1
572981_0429_0103	1
572981_0181_0391	1
572981_0085_0531	1
572981_0290_0448	1
572981_0385_0201	1
572981_0004_0550	1
572981_0407_0339	2
572981_0135_0031	1
572981_0401_0087	1
572981_0048_0048	1
572981_0353_0503	2
572981_0197_0573	2
572981_0217_0257	2
572981_0033_0319	2
572981_0350_0344	2
572981_0108_0404	2
572981_0425_0117	1
572981_0202_0532	1
572981_0440_0194	1
572981_0389_0053	1
572981_0132_0050	1
572981_0221_0321	1
572981_0381_0207	1
572981_0012_0166	1
572981_0289_0613	1
572981_0134_0614	1
572981_0072_0112	1
572981_0183_0235	1
572981_0174_0154	1
572981_0026_0142	1
572981_0028_0098	1
572981_0124_0456	1
572981_0269_0231	1
572981_0023_0395	1
572981_0097_0201	1
572981_0187_0433	1
572981_0398_0536	1
572981_0234_0236	1
572981_0456_0384	4
572981_0392_0248	4
572981_0410_0188	4
572981_0349_0537	2
572981_0151_0111	1
572981_0344_0028	1
572981_0192_0240	1
572981_0194_0452	1
572981_0387_0515	1
572981_0069_0293	1
572981_0454_0254	1
572981_0341_0479	1
572981_0359_0317	1
572981_0359_0281	1
572981_0317_0213	1
572981_0376_0120	1
572981_0409_0335	1
572981_0090_0050	1
572981_0089_0323	1
572981_0399_0063	1
572981_0017_0417	1
572981_0429_0547	1
572981_0313_0441	1
572981_0059_0037	1
572981_0110_0472	1
572981_0388_0144	1
572981_0247_0197	1
572981_0455_0055	1
572981_0360_0414	1
572981_0089_0493	2
572981_0260_0112	2
572981_0083_0185	2
572981_0388_0192	1
572981_0192_0256	1
572981_0158_0510	1
572981_0075_0619	1
572981_0281_0407	1
572981_0041_0203	1
572981_0260_0544	1
572981_0452_0082	1
572981_0036_0392	1
572981_0158_0322	1
572981_0374_0526	1
572981_0062_0554	1
572981_0223_0037	1
572981_0339_0067	1
572981_0174_0478	1
572981_0384_0334	1
572981_0052_0038	1
572981_0365_0289	1
572981_0145_0633	1
572981_0374_0316	1
572981_0026_0332	1
572981_0284_0392	1
572981_0433_0425	1
572981_0186_0318	1
572981_0223_0431	1
572981_0314_0424	1
572981_0300_0480	1
572981_0409_0063	1
572981_0332_0622	1
572981_0148_0380	1
572981_0442_0200	1
572981_0162_0380	1
572981_0435_0579	1
572981_0138_0004	1
572981_0159_0559	1
572981_0110_0570	1
572981_0363_0077	1
572981_0445_0195	1
572981_0395_0027	1
572981_0375_0213	1
572981_0361_0117	1
572981_0011_0315	1
572981_0167_0165	1
572981_0070_0048	1
572981_0364_0150	1
572981_0133_0327	1
572981_0232_0626	1
572981_0331_0481	1
572981_0054_0214	1
572981_0157_0603	1
572981_0344_0056	1
572981_0011_0561	1
572981_0347_0599	1
572981_0414_0422	1
572981_0073_0249	1
572981_0226_0232	1
572981_0413_0221	1
572981_0258_0516	1
572981_0136_0532	1
572981_0439_0507	1
572981_0370_0414	1
572981_0108_0418	1
572981_0245_0451	1
572981_0254_0102	1
572981_0288_0536	1
572981_0091_0043	1
572981_0082_0484	1
572981_0261_0299	1
572981_0422_0552	1
572981_0158_0478	1
572981_0145_0091	1
572981_0172_0150	1
572981_0015_0131	1
572981_0430_0158	1
572981_0328_0116	1
572981_0343_0053	1
572981_0205_0379	1
572981_0356_0184	1
572981_0137_0509	1
572981_0382_0330	1
572981_0387_0221	1
572981_0305_0381	1
572981_0134_0502	1
572981_0081_0599	1
572981_0362_0616	1
572981_0185_0371	2
572981_0196_0544	2
572981_0057_0439	1
572981_0065_0201	1
572981_0312_0050	1
572981_0287_0453	1
572981_0233_0455	1
572981_0014_0168	1
572981_0135_0181	1
572981_0332_0128	1
572981_0405_0303	1
572981_0377_0349	1
572981_0190_0124	1
572981_0281_0567	1
572981_0355_0623	1
572981_0383_0323	1
572981_0267_0275	1
572981_0308_0562	1
572981_0108_0252	1
572981_0280_0318	1
572981_0263_0449	1
572981_0307_0507	1
572981_0184_0420	1
572981_0306_0480	1
572981_0348_0578	1
572981_0260_0540	1
572981_0058_0498	1
572981_0389_0539	1
572981_0191_0315	1
572981_0099_0387	1
572981_0202_0086	1
572981_0117_0343	1
572981_0019_0609	1
572981_0055_0593	1
572981_0006_0284	1
572981_0053_0147	1
572981_0341_0387	1
572981_0139_0553	1
572981_0233_0427	1
572981_0174_0076	1
572981_0100_0274	1
572981_0260_0064	1
572981_0019_0175	1
572981_0289_0113	1
572981_0189_0385	1
572981_0120_0516	1
572981_0140_0150	1
572981_0355_0261	1
572981_0142_0424	1
572981_0404_0198	1
572981_0100_0532	1
572981_0102_0510	1
572981_0196_0096	1
572981_0404_0330	1
572981_0320_0012	1
572981_0212_0276	1
572981_0443_0271	1
572981_0062_0590	2
572981_0140_0494	1
572981_0175_0365	1
572981_0101_0151	1
572981_0173_0041	1
572981_0170_0064	1
572981_0138_0420	1
572981_0036_0420	1
572981_0015_0161	1
572981_0286_0252	1
572981_0319_0367	1
572981_0391_0371	3
572981_0368_0164	2
572981_0254_0268	1
572981_0151_0573	2
572981_0214_0580	1
572981_0097_0321	1
572981_0277_0381	1
572981_0315_0287	2
572981_0072_0016	1
572981_0069_0395	3
572981_0122_0250	2
572981_0417_0299	3
572981_0054_0200	1
572981_0010_0558	1
572981_0071_0367	1
572981_0163_0229	1
572981_0431_0325	1
572981_0409_0517	1
572981_0276_0072	1
572981_0059_0263	1
572981_0109_0221	1
572981_0228_0074	1
572981_0301_0193	1
572981_0267_0577	1
572981_0034_0464	1
572981_0010_0270	1
572981_0428_0456	1
572981_0031_0611	1
572981_0400_0072	1
572981_0218_0522	1
572981_0298_0274	1
572981_0020_0392	1
572981_0266_0584	1
572981_0303_0185	1
572981_0078_0172	1
572981_0151_0305	1
572981_0250_0160	1
572981_0425_0355	1
572981_0169_0355	1
572981_0269_0285	1
572981_0379_0151	1
572981_0094_0326	1
572981_0162_0542	1
572981_0075_0315	1
572981_0172_0110	1
572981_0032_0230	1
572981_0134_0220	1
572981_0413_0407	1
572981_0382_0296	1
572981_0179_0475	1
572981_0401_0547	1
572981_0183_0191	1
572981_0016_0594	1
572981_0114_0108	1
572981_0440_0614	1
572981_0374_0182	1
572981_0207_0021	1
572981_0350_0438	1
572981_0271_0479	1
572981_0012_0404	1
572981_0116_0616	1
572981_0350_0128	1
572981_0158_0168	1
572981_0012_0410	1
572981_0377_0511	1
572981_0046_0536	1
572981_0320_0372	1
572981_0110_0392	1
572981_0175_0033	1
572981_0430_0316	1
572981_0402_0156	1
572981_0048_0402	1
572981_0213_0489	1
572981_0325_0541	1
572981_0129_0443	1
572981_0335_0567	1
572981_0282_0094	1
572981_0308_0224	1
572981_0361_0203	1
572981_0302_0074	1
572981_0382_0600	1
572981_0186_0134	1
572981_0223_0221	1
572981_0012_0108	1
572981_0311_0403	1
572981_0141_0533	1
572981_0022_0106	1
572981_0179_0255	1
572981_0135_0621	1
572981_0169_0605	1
572981_0104_0022	1
572981_0332_0304	1
572981_0393_0459	1
572981_0283_0185	1
572981_0157_0289	1
572981_0374_0494	2
572981_0045_0097	2
572981_0221_0309	2
572981_0052_0178	2
572981_0160_0030	2
572981_0404_0020	1
572981_0300_0364	1
572981_0337_0107	1
572981_0080_0566	1
572981_0020_0102	1
572981_0045_0021	1
572981_0117_0521	1
572981_0087_0237	1
572981_0160_0260	1
572981_0266_0436	3
572981_0302_0178	2
572981_0300_0338	1
572981_0315_0005	1
572981_0380_0184	1
572981_0237_0099	1
572981_0313_0631	1
572981_0265_0513	1
572981_0312_0130	1
572981_0017_0181	1
572981_0026_0406	1
572981_0155_0093	1
572981_0316_0214	2
572981_0121_0423	1
572981_0397_0189	1
572981_0235_0613	1
572981_0078_0264	1
572981_0166_0630	1
572981_0059_0025	1
572981_0038_0090	1
572981_0404_0236	1
572981_0441_0237	1
572981_0227_0153	1
572981_0324_0606	1
572981_0365_0551	1
572981_0152_0552	1
572981_0337_0513	1
572981_0079_0531	1
572981_0085_0203	1
572981_0389_0619	1
572981_0015_0325	1
572981_0066_0408	1
572981_0169_0601	1
572981_0209_0109	1
572981_0071_0345	1
572981_0160_0618	1
572981_0416_0110	1
572981_0316_0540	1
572981_0090_0432	1
572981_0185_0183	1
572981_0298_0120	1
572981_0284_0108	1
572981_0062_0422	1
572981_0308_0442	1
572981_0267_0119	1
572981_0120_0618	1
572981_0381_0389	1
572981_0105_0541	1
572981_0181_0243	1
572981_0233_0189	1
572981_0104_0320	1
572981_0253_0509	1
572981_0003_0429	1
572981_0446_0478	1
572981_0054_0170	1
572981_0132_0096	1
572981_0122_0020	1
572981_0406_0120	1
572981_0206_0588	1
572981_0359_0511	1
572981_0190_0276	1
572981_0259_0497	1
572981_0076_0388	1
572981_0426_0260	1
572981_0107_0495	1
572981_0247_0111	1
572981_0244_0608	1
572981_0103_0279	1
572981_0372_0148	1
572981_0233_0391	1
572981_0098_0282	1
572981_0151_0521	1
572981_0362_0354	1
572981_0052_0194	1
572981_0037_0457	1
572981_0209_0427	1
572981_0208_0490	1
572981_0129_0131	1
572981_0155_0271	1
572981_0166_0440	1
572981_0192_0592	1
572981_0209_0055	1
572981_0028_0254	1
572981_0188_0256	1
572981_0103_0363	1
572981_0278_0054	1
572981_0210_0102	1
572981_0196_0622	1
572981_0125_0415	1
572981_0160_0446	1
572981_0265_0261	1
572981_0323_0115	1
572981_0371_0247	1
572981_0409_0301	1
572981_0338_0118	1
572981_0310_0008	1
572981_0197_0195	1
572981_0025_0465	1
572981_0321_0349	1
572981_0081_0123	1
572981_0205_0495	1
572981_0318_0220	1
572981_0439_0429	1
572981_0394_0220	1
572981_0396_0562	1
572981_0351_0039	1
572981_0347_0047	1
